dateCBASS,CBASSrun,uniquePosition,site,fieldTag,Temp,rack.col,rack.position,F,Fm,Y
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,35,Blue,8,0.1315,0.1706,0.229
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,30,Yellow,1,0.1285,0.2439,0.473
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,30,Yellow,2,0.1608,0.2801,0.426
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,30,Yellow,3,0.1207,0.2058,0.413
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,30,Yellow,4,0.1393,0.2478,0.438
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,30,Yellow,5,0.1486,0.2796,0.469
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,30,Yellow,6,0.1706,0.3001,0.432
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,30,Yellow,7,0.1496,0.2752,0.456
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,30,Yellow,8,0.15,0.2713,0.447
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,35,Florida,1,0.1852,0.2576,0.281
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,35,Florida,2,0.154,0.219,0.297
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,35,Florida,3,0.151,0.174,0.132
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,35,Florida,4,0.1408,0.2072,0.321
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,35,Florida,5,0.1339,0.1833,0.269
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,35,Florida,6,0.1349,0.175,0.229
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,35,Florida,7,0.1413,0.1979,0.286
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,35,Florida,8,0.1354,0.1799,0.247
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,34,Pink,1,0.1872,0.2527,0.259
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,34,Pink,2,0.1945,0.2571,0.243
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,34,Pink,3,0.1427,0.2292,0.377
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,34,Pink,4,0.1686,0.2341,0.28
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,34,Pink,5,0.151,0.2375,0.364
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,34,Pink,6,0.1657,0.2322,0.286
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,34,Pink,7,0.1408,0.2136,0.341
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,34,Pink,8,0.1339,0.1852,0.277
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,34,Orange,1,0.1696,0.2581,0.343
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,34,Orange,2,0.1823,0.2713,0.328
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,34,Orange,3,0.1417,0.24,0.409
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,34,Orange,4,0.1549,0.2644,0.414
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,34,Orange,5,0.1584,0.2512,0.37
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,34,Orange,6,0.1393,0.2253,0.382
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,34,Orange,7,0.1432,0.2346,0.39
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,34,Orange,8,0.1359,0.2483,0.453
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,34,Yellow,1,0.1212,0.1852,0.346
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,34,Yellow,2,0.175,0.2419,0.277
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,34,Yellow,3,0.154,0.24,0.358
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,34,Yellow,4,0.1378,0.216,0.362
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,34,Yellow,5,0.1349,0.2336,0.423
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,34,Yellow,6,0.1271,0.2004,0.366
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,34,Yellow,7,0.1496,0.2478,0.396
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,34,Yellow,8,0.1628,0.2209,0.263
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,34,Blue,1,0.1701,0.2366,0.281
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,34,Blue,2,0.1603,0.2586,0.38
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,34,Blue,3,0.1476,0.2454,0.398
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,34,Blue,4,0.1608,0.2747,0.415
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,34,Blue,5,0.1476,0.2551,0.421
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,34,Blue,6,0.1403,0.2141,0.345
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,34,Blue,7,0.1422,0.1989,0.285
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,34,Blue,8,0.1344,0.2141,0.372
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,34,Florida,1,0.15,0.2248,0.333
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,34,Florida,2,0.1535,0.2385,0.357
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,34,Florida,3,0.1779,0.2434,0.269
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,34,Florida,4,0.1559,0.2473,0.37
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,34,Florida,5,0.1701,0.2512,0.323
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,34,Florida,6,0.132,0.2366,0.442
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,34,Florida,7,0.1481,0.2434,0.392
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,34,Florida,8,0.1452,0.219,0.337
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,33,Pink,1,0.1505,0.2761,0.455
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,33,Pink,2,0.1447,0.2571,0.437
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,33,Pink,3,0.1398,0.2644,0.471
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,33,Pink,4,0.13,0.238,0.454
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,33,Pink,5,0.1491,0.2253,0.338
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,33,Pink,6,0.1183,0.2287,0.483
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,33,Pink,7,0.1535,0.241,0.363
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,33,Pink,8,0.1378,0.2522,0.453
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,33,Orange,1,0.1344,0.2507,0.464
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,33,Orange,2,0.1422,0.2835,0.498
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,33,Orange,3,0.1466,0.2727,0.462
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,33,Orange,4,0.1574,0.2986,0.473
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,33,Orange,5,0.153,0.2889,0.47
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,33,Orange,6,0.1417,0.2346,0.396
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,33,Orange,7,0.1505,0.2688,0.44
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,33,Orange,8,0.15,0.2849,0.473
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,33,Yellow,1,0.1329,0.2576,0.484
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,33,Yellow,2,0.1764,0.324,0.456
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,33,Yellow,3,0.1559,0.2884,0.459
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,33,Yellow,4,0.1588,0.2625,0.395
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,33,Yellow,5,0.1613,0.2791,0.422
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,33,Yellow,6,0.15,0.2698,0.444
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,33,Yellow,7,0.1476,0.2761,0.465
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,33,Yellow,8,0.1359,0.2512,0.459
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,33,Blue,1,0.172,0.2972,0.421
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,33,Blue,2,0.1838,0.2898,0.366
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,33,Blue,3,0.154,0.2517,0.388
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,33,Blue,4,0.1413,0.2776,0.491
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,33,Blue,5,0.1554,0.3025,0.486
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,33,Blue,6,0.1349,0.2644,0.49
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,33,Blue,7,0.1271,0.2458,0.483
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,33,Blue,8,0.1251,0.238,0.474
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,30,Blue,1,0.1466,0.2727,0.462
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,30,Blue,2,0.1114,0.2185,0.49
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,30,Blue,3,0.132,0.2752,0.52
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,30,Blue,4,0.1373,0.2551,0.462
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,30,Blue,5,0.1466,0.2923,0.498
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,30,Blue,6,0.1574,0.3152,0.501
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,30,Blue,7,0.132,0.2542,0.481
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,30,Blue,8,0.1544,0.283,0.454
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,33,Florida,1,0.1535,0.2791,0.45
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,33,Florida,2,0.1398,0.2571,0.456
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,33,Florida,3,0.1544,0.2571,0.399
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,33,Florida,4,0.1549,0.2664,0.418
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,33,Florida,5,0.1344,0.2458,0.453
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,33,Florida,6,0.1281,0.2576,0.503
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,33,Florida,7,0.1364,0.2493,0.453
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,33,Florida,8,0.1398,0.2527,0.447
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,30,Florida,1,0.1515,0.2879,0.474
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,30,Florida,2,0.1457,0.2918,0.501
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,30,Florida,3,0.153,0.2742,0.442
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,30,Florida,4,0.1427,0.2713,0.474
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,30,Florida,5,0.172,0.3099,0.445
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,30,Florida,6,0.13,0.2908,0.553
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,30,Florida,7,0.1696,0.2933,0.422
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,30,Florida,8,0.1393,0.2268,0.386
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,32,Pink,1,0.175,0.3094,0.434
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,32,Pink,2,0.2063,0.3744,0.449
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,32,Pink,3,0.172,0.3519,0.511
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,32,Pink,4,0.176,0.3402,0.483
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,32,Pink,5,0.1632,0.324,0.496
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,32,Pink,6,0.2121,0.4189,0.494
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,32,Pink,7,0.172,0.3353,0.487
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,32,Pink,8,0.1828,0.3881,0.529
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,32,Orange,1,0.1789,0.3441,0.48
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,32,Orange,2,0.1901,0.3675,0.483
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,32,Orange,3,0.1808,0.3548,0.49
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,32,Orange,4,0.1975,0.3607,0.453
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,32,Orange,5,0.2043,0.3895,0.476
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,32,Orange,6,0.1764,0.3294,0.464
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,32,Orange,7,0.1818,0.347,0.476
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,32,Orange,8,0.1911,0.3558,0.463
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,32,Yellow,1,0.1652,0.3118,0.47
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,32,Yellow,2,0.1935,0.3456,0.44
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,32,Yellow,3,0.1662,0.3084,0.461
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,32,Yellow,4,0.1887,0.3412,0.447
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,32,Yellow,5,0.1799,0.3226,0.442
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,32,Yellow,6,0.1833,0.3529,0.481
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,32,Yellow,7,0.1989,0.3475,0.428
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,32,Yellow,8,0.1887,0.3192,0.409
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,32,Blue,1,0.1755,0.2977,0.411
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,32,Blue,2,0.1701,0.2928,0.419
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,32,Blue,3,0.1496,0.2835,0.472
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,32,Blue,4,0.1588,0.2825,0.438
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,32,Blue,5,0.1437,0.2835,0.493
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,32,Blue,6,0.1432,0.2644,0.458
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,32,Blue,7,0.1569,0.2776,0.435
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,32,Blue,8,0.1427,0.2556,0.442
2023-06-23T00:00:00Z,4,Run4.P1,T2253,B95,30,Pink,1,0.1339,0.2737,0.511
2023-06-23T00:00:00Z,4,Run4.P2,R2223,B153,30,Pink,2,0.1315,0.2639,0.502
2023-06-23T00:00:00Z,4,Run4.P3,R2223,B156,30,Pink,3,0.1149,0.2502,0.541
2023-06-23T00:00:00Z,4,Run4.P4,R2223,B152,30,Pink,4,0.1364,0.284,0.52
2023-06-23T00:00:00Z,4,Run4.P5,J2859,B174,30,Pink,5,0.1476,0.3006,0.509
2023-06-23T00:00:00Z,4,Run4.P6,R2223,B154,30,Pink,6,0.1124,0.2248,0.5
2023-06-23T00:00:00Z,4,Run4.P7,R2223,B151,30,Pink,7,0.1466,0.3035,0.517
2023-06-23T00:00:00Z,4,Run4.P8,J2859,B179,30,Pink,8,0.1515,0.3128,0.516
2023-06-23T00:00:00Z,4,Run4.P1,T2253,B95,37,Pink,1,0.1584,0.1603,0
2023-06-23T00:00:00Z,4,Run4.P2,R2223,B153,37,Pink,2,0.0934,0.0948,0
2023-06-23T00:00:00Z,4,Run4.P3,R2223,B156,37,Pink,3,0.1134,0.1188,0.045
2023-06-23T00:00:00Z,4,Run4.P4,R2223,B152,37,Pink,4,0.1188,0.1193,0
2023-06-23T00:00:00Z,4,Run4.P5,J2859,B174,37,Pink,5,0.1725,0.1755,0
2023-06-23T00:00:00Z,4,Run4.P6,R2223,B154,37,Pink,6,0.0929,0.0992,0.064
2023-06-23T00:00:00Z,4,Run4.P7,R2223,B151,37,Pink,7,0.1476,0.1486,0
2023-06-23T00:00:00Z,4,Run4.P8,J2859,B179,37,Pink,8,0.1197,0.1183,0
2023-06-23T00:00:00Z,4,Run4.O1,V1548,B113,37,Orange,1,0.1017,0.108,0.059
2023-06-23T00:00:00Z,4,Run4.O2,V1548,B111,37,Orange,2,0.1613,0.1662,0.029
2023-06-23T00:00:00Z,4,Run4.O3,V1548,B114,37,Orange,3,0.1598,0.1632,0
2023-06-23T00:00:00Z,4,Run4.O4,V1548,B115,37,Orange,4,0.1437,0.1481,0.03
2023-06-23T00:00:00Z,4,Run4.O5,V1548,B112,37,Orange,5,0.1119,0.1173,0.046
2023-06-23T00:00:00Z,4,Run4.O6,V1548,B116,37,Orange,6,0.1007,0.1051,0.042
2023-06-23T00:00:00Z,4,Run4.O7,T2253,B96,37,Orange,7,0.1241,0.1281,0
2023-06-23T00:00:00Z,4,Run4.O8,T2253,B94,37,Orange,8,0.1481,0.154,0.038
2023-06-23T00:00:00Z,4,Run4.Y1,C1449,B175,37,Yellow,1,0.2209,0.2199,0
2023-06-23T00:00:00Z,4,Run4.Y2,C1449,B178,37,Yellow,2,0.1935,0.1945,0
2023-06-23T00:00:00Z,4,Run4.Y3,J2859,B180,37,Yellow,3,0.262,0.2688,0.025
2023-06-23T00:00:00Z,4,Run4.Y4,R2223,B155,37,Yellow,4,0.1833,0.1882,0.026
2023-06-23T00:00:00Z,4,Run4.Y5,C1449,B172,37,Yellow,5,0.0684,0.089,0.231
2023-06-23T00:00:00Z,4,Run4.Y6,C1447,B160,37,Yellow,6,0.2268,0.2234,0
2023-06-23T00:00:00Z,4,Run4.Y7,R1215,B159,37,Yellow,7,0.1173,0.1168,0
2023-06-23T00:00:00Z,4,Run4.Y8,C1447,B107,37,Yellow,8,0.0748,0.0743,0
2023-06-23T00:00:00Z,4,Run4.P1,T2253,B95,36,Pink,1,0.153,0.1701,0.101
2023-06-23T00:00:00Z,4,Run4.P2,R2223,B153,36,Pink,2,0.1486,0.1515,0
2023-06-23T00:00:00Z,4,Run4.P3,R2223,B156,36,Pink,3,0.1603,0.1667,0.038
2023-06-23T00:00:00Z,4,Run4.P4,R2223,B152,36,Pink,4,0.1564,0.1647,0.05
2023-06-23T00:00:00Z,4,Run4.P5,J2859,B174,36,Pink,5,0.1862,0.2014,0.075
2023-06-23T00:00:00Z,4,Run4.P6,R2223,B154,36,Pink,6,0.1559,0.1618,0.036
2023-06-23T00:00:00Z,4,Run4.P7,R2223,B151,36,Pink,7,0.1447,0.1471,0
2023-06-23T00:00:00Z,4,Run4.P8,J2859,B179,36,Pink,8,0.1505,0.1657,0.091
2023-06-23T00:00:00Z,4,Run4.O1,V1548,B113,36,Orange,1,0.1354,0.1447,0.064
2023-06-23T00:00:00Z,4,Run4.O2,V1548,B111,36,Orange,2,0.1569,0.1672,0.061
2023-06-23T00:00:00Z,4,Run4.O3,V1548,B114,36,Orange,3,0.1628,0.175,0.07
2023-06-23T00:00:00Z,4,Run4.O4,V1548,B115,36,Orange,4,0.1613,0.1725,0.065
2023-06-23T00:00:00Z,4,Run4.O5,V1548,B112,36,Orange,5,0.15,0.1613,0.07
2023-06-23T00:00:00Z,4,Run4.O6,V1548,B116,36,Orange,6,0.1779,0.2014,0.117
2023-06-23T00:00:00Z,4,Run4.O7,T2253,B96,36,Orange,7,0.1603,0.1686,0.049
2023-06-23T00:00:00Z,4,Run4.O8,T2253,B94,36,Orange,8,0.1305,0.1466,0.11
2023-06-23T00:00:00Z,4,Run4.P1,T2253,B95,35,Pink,1,0.1447,0.1926,0.249
2023-06-23T00:00:00Z,4,Run4.P2,R2223,B153,35,Pink,2,0.1339,0.1662,0.194
2023-06-23T00:00:00Z,4,Run4.P3,R2223,B156,35,Pink,3,0.1413,0.2023,0.302
2023-06-23T00:00:00Z,4,Run4.P4,R2223,B152,35,Pink,4,0.1339,0.1657,0.192
2023-06-23T00:00:00Z,4,Run4.P5,J2859,B174,35,Pink,5,0.1403,0.2165,0.352
2023-06-23T00:00:00Z,4,Run4.P6,R2223,B154,35,Pink,6,0.1334,0.1784,0.252
2023-06-23T00:00:00Z,4,Run4.P7,R2223,B151,35,Pink,7,0.1422,0.1632,0.129
2023-06-23T00:00:00Z,4,Run4.P8,J2859,B179,35,Pink,8,0.1349,0.1755,0.231
2023-06-23T00:00:00Z,4,Run4.O1,V1548,B113,35,Orange,1,0.131,0.1437,0.088
2023-06-23T00:00:00Z,4,Run4.O2,V1548,B111,35,Orange,2,0.1437,0.1701,0.155
2023-06-23T00:00:00Z,4,Run4.O3,V1548,B114,35,Orange,3,0.1593,0.2131,0.252
2023-06-23T00:00:00Z,4,Run4.O4,V1548,B115,35,Orange,4,0.1794,0.2336,0.232
2023-06-23T00:00:00Z,4,Run4.O5,V1548,B112,35,Orange,5,0.1593,0.2424,0.343
2023-06-23T00:00:00Z,4,Run4.O6,V1548,B116,35,Orange,6,0.1564,0.2424,0.355
2023-06-23T00:00:00Z,4,Run4.O7,T2253,B96,35,Orange,7,0.1373,0.1652,0.169
2023-06-23T00:00:00Z,4,Run4.O8,T2253,B94,35,Orange,8,0.1266,0.1579,0.198
2023-06-23T00:00:00Z,4,Run4.Y1,C1449,B175,35,Yellow,1,0.1246,0.1764,0.294
2023-06-23T00:00:00Z,4,Run4.Y2,C1449,B178,35,Yellow,2,0.1217,0.1774,0.314
2023-06-23T00:00:00Z,4,Run4.Y3,J2859,B180,35,Yellow,3,0.1437,0.1745,0.176
2023-06-23T00:00:00Z,4,Run4.Y4,R2223,B155,35,Yellow,4,0.1608,0.2004,0.198
2023-06-23T00:00:00Z,4,Run4.Y5,C1449,B172,35,Yellow,5,0.1295,0.1559,0.169
2023-06-23T00:00:00Z,4,Run4.Y6,C1447,B160,35,Yellow,6,0.1544,0.197,0.216
2023-06-23T00:00:00Z,4,Run4.Y7,R1215,B159,35,Yellow,7,0.108,0.1329,0.188
2023-06-23T00:00:00Z,4,Run4.Y8,C1447,B107,35,Yellow,8,0.1452,0.1882,0.229
2023-06-23T00:00:00Z,4,Run4.P1,T2253,B95,34,Pink,1,0.1193,0.2009,0.406
2023-06-23T00:00:00Z,4,Run4.P2,R2223,B153,34,Pink,2,0.1261,0.2141,0.411
2023-06-23T00:00:00Z,4,Run4.P3,R2223,B156,34,Pink,3,0.1598,0.2219,0.28
2023-06-23T00:00:00Z,4,Run4.P4,R2223,B152,34,Pink,4,0.1369,0.2292,0.403
2023-06-23T00:00:00Z,4,Run4.P5,J2859,B174,34,Pink,5,0.1549,0.2615,0.407
2023-06-23T00:00:00Z,4,Run4.P6,R2223,B154,34,Pink,6,0.1417,0.2151,0.341
2023-06-23T00:00:00Z,4,Run4.P7,R2223,B151,34,Pink,7,0.1349,0.2361,0.429
2023-06-23T00:00:00Z,4,Run4.P8,J2859,B179,34,Pink,8,0.1725,0.2297,0.249
2023-06-23T00:00:00Z,4,Run4.O1,V1548,B113,30,Orange,1,0.1227,0.2683,0.543
2023-06-23T00:00:00Z,4,Run4.O2,V1548,B111,30,Orange,2,0.1212,0.2331,0.48
2023-06-23T00:00:00Z,4,Run4.O3,V1548,B114,30,Orange,3,0.1246,0.2454,0.492
2023-06-23T00:00:00Z,4,Run4.O4,V1548,B115,30,Orange,4,0.1285,0.2595,0.505
2023-06-23T00:00:00Z,4,Run4.O5,V1548,B112,30,Orange,5,0.1408,0.284,0.504
2023-06-23T00:00:00Z,4,Run4.O6,V1548,B116,30,Orange,6,0.131,0.2586,0.493
2023-06-23T00:00:00Z,4,Run4.O7,T2253,B96,30,Orange,7,0.1315,0.2747,0.521
2023-06-23T00:00:00Z,4,Run4.O8,T2253,B94,30,Orange,8,0.13,0.2761,0.529
2023-06-23T00:00:00Z,4,Run4.O1,V1548,B113,34,Orange,1,0.129,0.2141,0.397
2023-06-23T00:00:00Z,4,Run4.O2,V1548,B111,34,Orange,2,0.1642,0.2253,0.271
2023-06-23T00:00:00Z,4,Run4.O3,V1548,B114,34,Orange,3,0.129,0.2346,0.45
2023-06-23T00:00:00Z,4,Run4.O4,V1548,B115,34,Orange,4,0.1329,0.261,0.491
2023-06-23T00:00:00Z,4,Run4.O5,V1548,B112,34,Orange,5,0.1212,0.238,0.491
2023-06-23T00:00:00Z,4,Run4.O6,V1548,B116,34,Orange,6,0.1408,0.2556,0.449
2023-06-23T00:00:00Z,4,Run4.O7,T2253,B96,34,Orange,7,0.1427,0.2493,0.427
2023-06-23T00:00:00Z,4,Run4.O8,T2253,B94,34,Orange,8,0.1271,0.2224,0.429
2023-06-23T00:00:00Z,4,Run4.Y1,C1449,B175,34,Yellow,1,0.1398,0.2248,0.378
2023-06-23T00:00:00Z,4,Run4.Y2,C1449,B178,34,Yellow,2,0.1359,0.2669,0.491
2023-06-23T00:00:00Z,4,Run4.Y3,J2859,B180,34,Yellow,3,0.1281,0.2253,0.432
2023-06-23T00:00:00Z,4,Run4.Y4,R2223,B155,34,Yellow,4,0.1222,0.2116,0.423
2023-06-23T00:00:00Z,4,Run4.Y5,C1449,B172,34,Yellow,5,0.1344,0.2195,0.388
2023-06-23T00:00:00Z,4,Run4.Y6,C1447,B160,34,Yellow,6,0.1476,0.2551,0.421
2023-06-23T00:00:00Z,4,Run4.Y7,R1215,B159,34,Yellow,7,0.1114,0.2053,0.457
2023-06-23T00:00:00Z,4,Run4.Y8,C1447,B107,34,Yellow,8,0.1207,0.2165,0.442
2023-06-23T00:00:00Z,4,Run4.P1,T2253,B95,33,Pink,1,0.1212,0.2366,0.488
2023-06-23T00:00:00Z,4,Run4.P2,R2223,B153,33,Pink,2,0.1432,0.2356,0.392
2023-06-23T00:00:00Z,4,Run4.P3,R2223,B156,33,Pink,3,0.1237,0.241,0.487
2023-06-23T00:00:00Z,4,Run4.P4,R2223,B152,33,Pink,4,0.1246,0.2644,0.529
2023-06-23T00:00:00Z,4,Run4.P5,J2859,B174,33,Pink,5,0.1403,0.2669,0.474
2023-06-23T00:00:00Z,4,Run4.P6,R2223,B154,33,Pink,6,0.1085,0.2326,0.534
2023-06-23T00:00:00Z,4,Run4.P7,R2223,B151,33,Pink,7,0.1246,0.2595,0.52
2023-06-23T00:00:00Z,4,Run4.P8,J2859,B179,33,Pink,8,0.1427,0.2669,0.465
2023-06-23T00:00:00Z,4,Run4.O1,V1548,B113,33,Orange,1,0.1266,0.2312,0.452
2023-06-23T00:00:00Z,4,Run4.O2,V1548,B111,33,Orange,2,0.1447,0.219,0.339
2023-06-23T00:00:00Z,4,Run4.O3,V1548,B114,33,Orange,3,0.1246,0.218,0.428
2023-06-23T00:00:00Z,4,Run4.O4,V1548,B115,33,Orange,4,0.1339,0.2537,0.472
