fieldTag,ed50,std.error,date
B59,35.35150715583689,0.0782378083307676,2023-06-22
B58,35.43670499722123,0.7839147432291095,2023-06-22
B95,34.987420732135426,0.07126821086754068,2023-06-23
B153,34.83189837075948,0.16553179153898406,2023-06-23
B156,34.59245083859324,0.4044896557160692,2023-06-23
B152,34.69912854009424,0.059761204020801054,2023-06-23
B174,35.32386725585265,0.1357068316725679,2023-06-23
B154,34.73467391942601,0.21973885586454311,2023-06-23
B151,34.57573991209359,0.021542698071249675,2023-06-23
B179,34.32516153600836,0.2841525277531166,2023-06-23
B113,34.41038928257622,0.18658981330631091,2023-06-23
B111,34.066070393531675,0.26234265058026435,2023-06-23
B114,35.046726505738306,0.12168271299586801,2023-06-23
B115,34.99687004898993,0.08277569606240508,2023-06-23
B112,35.34381853739704,0.13943910542003538,2023-06-23
B116,35.449154837655485,0.09867071612773416,2023-06-23
B96,34.69803181426097,0.047496008937010406,2023-06-23
B94,34.80311025444882,0.10252771663748639,2023-06-23
B175,34.98758783743675,0.1963398720453064,2023-06-23
B178,35.161081866594486,0.023906260213954526,2023-06-23
B180,34.632094608363765,0.12234439328188539,2023-06-23
B155,34.757607524834484,0.06882554683963436,2023-06-23
B172,34.696522250018354,0.5633947901270369,2023-06-23
B160,34.869305935136964,0.032233660976746493,2023-06-23
B159,34.75164727794088,0.05248846305282328,2023-06-23
B107,34.94811934728738,0.04532417167672141,2023-06-23
B191,34.03037756531965,0.2600123390295892,2023-06-24
B193,34.344355905310266,0.6347657031376174,2023-06-24
B194,34.015027081068695,0.3725035294319685,2023-06-24
B195,34.1865718731929,0.21856307595891333,2023-06-24
B192,33.886148113602374,0.13365440385468802,2023-06-24
B109,34.45493290996923,0.32713851768413227,2023-06-24
B119,34.69844636008385,0.1706289729698232,2023-06-24
B60,34.16743178287994,0.2986170592399436,2023-06-24
B19,34.526398778579946,0.3078299147912704,2023-06-24
B181,35.215869454535955,0.5149100242130721,2023-06-24
B99,34.298499634589625,0.818529031880922,2023-06-24
B185,34.56057482816782,0.28677350531773665,2023-06-24
B182,35.37382127214522,0.3746256117576571,2023-06-24
B98,34.71398597305549,0.24381641292999923,2023-06-24
B18,34.17639128305301,0.37596142081522665,2023-06-24
B97,34.34197506213138,0.4417727005665253,2023-06-24
B184,34.53002350684239,0.9376925794654795,2023-06-24
B187,34.39916299774676,0.5749258893332112,2023-06-24
B158,35.08166147094725,0.3894287742629103,2023-06-24
B186,36.2010334339645,0.21997877780665512,2023-06-24
B100,35.04257561450776,0.4339995122981132,2023-06-24
B117,34.55642732619262,0.2548546966618918,2023-06-24
B110,34.68311097824142,0.6140809550944433,2023-06-24
B108,34.11121726397362,0.33787311462408653,2023-06-24
B118,34.44260386591783,0.23022298239074393,2023-06-24
B129,34.32258080587957,0.4744581919503001,2023-06-24
B83,34.80893137358831,0.19908551025540577,2023-06-26
B67,35.54091692716815,0.6052637618791309,2023-06-26
B165,35.29137550224396,0.15983168323798316,2023-06-26
B170,35.340215110741326,0.1056536472649131,2023-06-26
B88,34.92973352725744,0.28965981672520275,2023-06-26
B167,34.981596415766994,0.40721227360581924,2023-06-26
B87,34.87156641634715,0.23504732972418405,2023-06-26
B17,35.344454454670654,0.2903300321236271,2023-06-26
B188,35.22044795525407,0.24339846593939207,2023-06-26
B164,35.22610938618111,0.2382825120391875,2023-06-26
B168,34.98871037824047,0.188734870292118,2023-06-26
B81,35.17874207320692,0.2836741473856302,2023-06-26
B176,35.24376561089302,0.1732996388477446,2023-06-26
B177,35.32909258745031,0.20390402959495782,2023-06-26
B183,35.25512089022654,0.2826113674256017,2023-06-26
B42,35.27727454674299,0.48316556449019016,2023-06-26
B090,34.52333047565622,0.5263900102172303,2023-06-26
B173,35.281060565646946,0.11205682663785135,2023-06-26
B020,34.376527089683734,0.3638247552439907,2023-06-26
B171,34.794900735570906,0.22451027028836779,2023-06-26
B133,34.845432431938,0.30481741741618185,2023-06-26
B136,34.76875901353381,0.08003120275843148,2023-06-26
B134,34.74685201332588,0.17806706277064255,2023-06-26
B131,34.47551034057842,0.17659786965863172,2023-06-26
B135,34.90659848886839,0.22344851898211482,2023-06-26
B138,35.24149877787731,0.09646414360099399,2023-06-26
B132,34.820064624082285,0.25369590744608866,2023-06-26
B85,34.24960092318712,0.21911637979238696,2023-06-26
B89,35.847450830819845,0.2757268517748973,2023-06-27
B41,35.49929877180299,0.12082965635403685,2023-06-27
B43,35.67716553873757,0.24009794184686659,2023-06-27
B198,34.92904322044504,0.26259809685637225,2023-06-27
B70,35.39239596006208,0.13773562676994222,2023-06-27
B63,35.319049170606036,0.16820191245330435,2023-06-27
B196,35.69147797988836,0.20290117232759108,2023-06-27
B65,35.285606584366185,0.19457068959125814,2023-06-27
B68,34.77188318829781,0.23731624273366264,2023-06-27
B197,35.17838146403938,0.6287226539686271,2023-06-27
B199,35.35208319475273,0.6205226122795369,2023-06-27
B61,35.39310054342859,0.13116482899655246,2023-06-27
B200,35.64045140695201,0.7732792917774569,2023-06-27
B84,35.59090306794542,0.6486416951393547,2023-06-27
B82,35.548906118253754,0.49357465868760014,2023-06-27
B169,35.914317368247616,0.18674276565420792,2023-06-27
B190,35.30613564280656,0.16693713200438276,2023-06-27
B50,36.366065347490874,1.4608129740940878,2023-06-27
B86,34.85158240704733,0.26481941130176284,2023-06-27
B166,35.75639065140036,0.27400197456984116,2023-06-27
B106,34.97087518545507,0.11591914053524809,2023-06-27
B161,34.859905218951724,0.33123265930177254,2023-06-27
B120,35.61657534875305,0.11855788827467517,2023-06-27
B163,35.85213302085576,0.6293084802209283,2023-06-27
B137,35.294603982146754,0.2007617672493202,2023-06-27
B150,35.54708657022492,0.09851938245140639,2023-06-27
B139,35.21666719145414,0.20499894675149688,2023-06-27
B162,35.785522789530916,0.12574480487041234,2023-06-27
B189,35.153099071715864,0.10869628650345553,2023-06-27
B140,35.38764733071148,0.8263746736743718,2023-06-27
